cluster,raw_log
28,"- 1131566689 2005.11.09 tbird-admin1 Nov 9 12:04:49 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_D6] datasource"
33,"- 1131566690 2005.11.09 cn499 Nov 9 12:04:50 cn499/cn499 ntpd[15380]: synchronized to 10.100.22.250, stratum 3"
33,"- 1131566690 2005.11.09 cn997 Nov 9 12:04:50 cn997/cn997 ntpd[19070]: synchronized to 10.100.22.250, stratum 3"
33,"- 1131566691 2005.11.09 cn655 Nov 9 12:04:51 cn655/cn655 ntpd[18484]: synchronized to 10.100.22.250, stratum 3"
33,"- 1131566691 2005.11.09 cn68 Nov 9 12:04:51 cn68/cn68 ntpd[14667]: synchronized to 10.100.22.250, stratum 3"
33,"- 1131566691 2005.11.09 cn684 Nov 9 12:04:51 cn684/cn684 ntpd[19346]: synchronized to 10.100.18.250, stratum 3"
28,"- 1131566691 2005.11.09 tbird-admin1 Nov 9 12:04:51 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_D4] datasource"
33,"- 1131566692 2005.11.09 bn649 Nov 9 12:04:52 bn649/bn649 ntpd[3482]: synchronized to 10.100.20.250, stratum 3"
33,"- 1131566692 2005.11.09 cn771 Nov 9 12:04:52 cn771/cn771 ntpd[27994]: synchronized to 10.100.20.250, stratum 3"
33,"- 1131566692 2005.11.09 dn952 Nov 9 12:04:52 dn952/dn952 ntpd[1659]: synchronized to 10.100.28.250, stratum 3"
28,"- 1131566692 2005.11.09 tbird-admin1 Nov 9 12:04:52 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B1] datasource"
28,"- 1131566692 2005.11.09 tbird-admin1 Nov 9 12:04:52 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_D7] datasource"
28,"- 1131566693 2005.11.09 tbird-admin1 Nov 9 12:04:53 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A7] datasource"
33,"- 1131566694 2005.11.09 cn818 Nov 9 12:04:54 cn818/cn818 ntpd[28669]: synchronized to 10.100.22.250, stratum 3"
28,"- 1131566694 2005.11.09 tbird-admin1 Nov 9 12:04:54 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_C6] datasource"
28,"- 1131566694 2005.11.09 tbird-sm1 Nov 9 12:04:54 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************"
28,"- 1131566695 2005.11.09 tbird-admin1 Nov 9 12:04:55 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A4] datasource"
28,"- 1131566695 2005.11.09 tbird-admin1 Nov 9 12:04:55 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A8] datasource"
33,"- 1131566696 2005.11.09 dn428 Nov 9 12:04:56 dn428/dn428 ntpd[32524]: synchronized to 10.100.24.250, stratum 3"
33,"- 1131566697 2005.11.09 bn790 Nov 9 12:04:57 bn790/bn790 ntpd[24108]: synchronized to 10.100.20.250, stratum 3"
33,"- 1131566697 2005.11.09 cn235 Nov 9 12:04:57 cn235/cn235 ntpd[10140]: synchronized to 10.100.20.250, stratum 3"
28,"- 1131566697 2005.11.09 tbird-admin1 Nov 9 12:04:57 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B2] datasource"
33,"- 1131566698 2005.11.09 cn439 Nov 9 12:04:58 cn439/cn439 ntpd[13201]: synchronized to 10.100.18.250, stratum 3"
28,"- 1131566698 2005.11.09 tbird-admin1 Nov 9 12:04:58 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B7] datasource"
28,"- 1131566698 2005.11.09 tbird-sm1 Nov 9 12:04:58 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1455]: No topology change"
28,"- 1131566698 2005.11.09 tbird-sm1 Nov 9 12:04:58 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1482]: No configuration change required"
33,"- 1131566700 2005.11.09 cn439 Nov 9 12:05:00 cn439/cn439 ntpd[13201]: synchronized to 10.100.22.250, stratum 3"
33,"- 1131566700 2005.11.09 cn837 Nov 9 12:05:00 cn837/cn837 ntpd[27977]: synchronized to 10.100.18.250, stratum 3"
33,"- 1131566701 2005.11.09 cn149 Nov 9 12:05:01 cn149/cn149 ntpd[10155]: synchronized to 10.100.20.250, stratum 3"
28,"- 1131566701 2005.11.09 tbird-admin1 Nov 9 12:05:01 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B8] datasource"
28,"- 1131566701 2005.11.09 tbird-admin1 Nov 9 12:05:01 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_C5] datasource"
28,"- 1131566702 2005.11.09 tbird-admin1 Nov 9 12:05:02 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B4] datasource"
33,"- 1131566704 2005.11.09 cn761 Nov 9 12:05:04 cn761/cn761 ntpd[27478]: synchronized to 10.100.16.250, stratum 3"
28,"- 1131566704 2005.11.09 tbird-admin1 Nov 9 12:05:04 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B3] datasource"
33,"- 1131566705 2005.11.09 cn453 Nov 9 12:05:05 cn453/cn453 ntpd[11120]: synchronized to 10.100.20.250, stratum 3"
28,"- 1131566705 2005.11.09 tbird-admin1 Nov 9 12:05:05 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A6] datasource"
28,"- 1131566705 2005.11.09 tbird-admin1 Nov 9 12:05:05 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_C4] datasource"
28,"- 1131566705 2005.11.09 tbird-admin1 Nov 9 12:05:05 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_D5] datasource"
28,"- 1131566706 2005.11.09 tbird-admin1 Nov 9 12:05:06 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B6] datasource"
33,"- 1131566707 2005.11.09 cn379 Nov 9 12:05:07 cn379/cn379 ntpd[10573]: synchronized to 10.100.16.250, stratum 3"
28,"- 1131566708 2005.11.09 tbird-admin1 Nov 9 12:05:08 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_C1] datasource"
28,"- 1131566708 2005.11.09 tbird-sm1 Nov 9 12:05:08 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************"
28,"- 1131566709 2005.11.09 tbird-admin1 Nov 9 12:05:09 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_C8] datasource"
28,"- 1131566711 2005.11.09 tbird-admin1 Nov 9 12:05:11 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A1] datasource"
28,"- 1131566711 2005.11.09 tbird-admin1 Nov 9 12:05:11 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A3] datasource"
15,"- 1131566712 2005.11.09 #32# Nov 9 12:05:12 #32#/#32# snmpd[1964]: Received SNMP packet(s) from #34#"
33,"- 1131566712 2005.11.09 dn386 Nov 9 12:05:12 dn386/dn386 ntpd[330]: synchronized to 10.100.30.250, stratum 3"
28,"- 1131566712 2005.11.09 tbird-sm1 Nov 9 12:05:12 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1455]: No topology change"
28,"- 1131566712 2005.11.09 tbird-sm1 Nov 9 12:05:12 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1482]: No configuration change required"
33,"- 1131566713 2005.11.09 cn375 Nov 9 12:05:13 cn375/cn375 ntpd[10237]: synchronized to 10.100.20.250, stratum 3"
33,"- 1131566713 2005.11.09 dn354 Nov 9 12:05:13 dn354/dn354 ntpd[32234]: synchronized to 10.100.28.250, stratum 3"
28,"- 1131566713 2005.11.09 tbird-admin1 Nov 9 12:05:13 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A5] datasource"
28,"- 1131566713 2005.11.09 tbird-admin1 Nov 9 12:05:13 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_C2] datasource"
33,"- 1131566714 2005.11.09 bn703 Nov 9 12:05:14 bn703/bn703 ntpd[21338]: synchronized to 10.100.22.250, stratum 3"
28,"- 1131566714 2005.11.09 tbird-admin1 Nov 9 12:05:14 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A2] datasource"
28,"- 1131566715 2005.11.09 tbird-admin1 Nov 9 12:05:15 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_D8] datasource"
33,"- 1131566716 2005.11.09 cn622 Nov 9 12:05:16 cn622/cn622 ntpd[18517]: synchronized to 10.100.18.250, stratum 3"
33,"- 1131566716 2005.11.09 dn406 Nov 9 12:05:16 dn406/dn406 ntpd[31933]: synchronized to 10.100.28.250, stratum 3"
28,"- 1131566717 2005.11.09 tbird-admin1 Nov 9 12:05:17 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563117 when last update time is 1131563117 (minimum one second step)"
33,"- 1131566718 2005.11.09 cn838 Nov 9 12:05:18 cn838/cn838 ntpd[28059]: synchronized to 10.100.20.250, stratum 3"
28,"- 1131566718 2005.11.09 tbird-admin1 Nov 9 12:05:18 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_D7] datasource"
28,"- 1131566719 2005.11.09 tbird-admin1 Nov 9 12:05:19 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_D6] datasource"
28,"- 1131566721 2005.11.09 tbird-admin1 Nov 9 12:05:21 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A4] datasource"
33,"- 1131566722 2005.11.09 cn327 Nov 9 12:05:22 cn327/cn327 ntpd[23021]: synchronized to 10.100.20.250, stratum 3"
28,"- 1131566722 2005.11.09 tbird-sm1 Nov 9 12:05:22 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************"
33,"- 1131566723 2005.11.09 cn665 Nov 9 12:05:23 cn665/cn665 ntpd[23982]: synchronized to 10.100.22.250, stratum 3"
28,"- 1131566723 2005.11.09 tbird-admin1 Nov 9 12:05:23 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B1] datasource"
28,"- 1131566723 2005.11.09 tbird-admin1 Nov 9 12:05:23 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B5] datasource"
28,"- 1131566724 2005.11.09 tbird-admin1 Nov 9 12:05:24 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_D4] datasource"
28,"- 1131566725 2005.11.09 tbird-admin1 Nov 9 12:05:25 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A7] datasource"
28,"- 1131566726 2005.11.09 tbird-admin1 Nov 9 12:05:26 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_C5] datasource"
28,"- 1131566726 2005.11.09 tbird-sm1 Nov 9 12:05:26 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1455]: No topology change"
28,"- 1131566726 2005.11.09 tbird-sm1 Nov 9 12:05:26 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1482]: No configuration change required"
33,"- 1131566727 2005.11.09 cn269 Nov 9 12:05:27 cn269/cn269 ntpd[12178]: synchronized to 10.100.20.250, stratum 3"
33,"- 1131566727 2005.11.09 cn290 Nov 9 12:05:27 cn290/cn290 ntpd[23984]: synchronized to 10.100.20.250, stratum 3"
33,"- 1131566727 2005.11.09 cn92 Nov 9 12:05:27 cn92/cn92 ntpd[19774]: synchronized to 10.100.22.250, stratum 3"
33,"- 1131566727 2005.11.09 dn948 Nov 9 12:05:27 dn948/dn948 ntpd[25162]: synchronized to 10.100.28.250, stratum 3"
28,"- 1131566727 2005.11.09 tbird-admin1 Nov 9 12:05:27 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_B8] datasource"
28,"- 1131566728 2005.11.09 tbird-admin1 Nov 9 12:05:28 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_C6] datasource"
28,"- 1131566729 2005.11.09 tbird-admin1 Nov 9 12:05:29 local@tbird-admin1 /apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1682]: data_thread() got not answer from any [Thunderbird_A8] datasource"
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB3118401~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_44469550 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2585542~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_44629559 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2931356~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_45239594 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2900986~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_45309598 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2985461~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_46439663 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB3092601~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_46879688 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2836942~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_46979694 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2937610~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_48029754 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB3035126~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_48659790 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB3076895~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_48769796 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB3021674~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_48809798 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2919469~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_49059813 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2823180~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_49089814 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2809215~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:0"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_49109815 initialized by client WindowsUpdateAgent."
34,"2016-09-28 04:30:39, Info                  CBS    Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE]"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_49119816 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2809900~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_49199821 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB3150220~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_49409833 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB3175024~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_49899861 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB3126446~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_50419890 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:39, Info                  CBS    Read out cached package applicability for package: Package_for_KB2968294~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:39, Info                  CBS    Session: 30546174_50799912 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:40, Info                  CBS    Read out cached package applicability for package: Package_for_KB3080079~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:42, Info                  CBS    Session: 30546174_79961580 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:42, Info                  CBS    Read out cached package applicability for package: Package_for_KB2868626~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_84291828 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2929733~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_84441836 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2893294~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_84491839 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3145739~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_84891862 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2972211~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_85221881 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB947821~31bf3856ad364e35~amd64~~6.1.34.0, ApplicableState: 112, CurrentState:0"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_85241882 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3020370~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_85811915 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3003743~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_88182050 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3020387~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_88262055 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2884256~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_88342059 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3163245~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_88462066 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2660075~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_88482067 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3022777~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_88742082 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3161561~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_89042099 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2800095~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_89092102 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2818604~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:0"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_89122104 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2570947~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_89272113 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3035132~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_89322115 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2972100~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_89562129 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2966583~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_89962152 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_90352174 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3110329~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_90632190 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_90692194 initialized by client WindowsUpdateAgent."
3,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Package_for_KB3124280~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_90722196 initialized by client WindowsUpdateAgent."
1,"2016-09-28 04:30:43, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0"
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_90802200 initialized by client WindowsUpdateAgent."
5,"2016-09-28 04:30:43, Info                  CBS    Session: 30546174_90832202 initialized by client WindowsUpdateAgent."
